Age,Workclass,Fnlwgt,Education,Education.Num,Marital.Status,Occupation,Relationship,Race,Sex,Capital.Gain,Capital.Loss,Hours.Per.Week,Native.Country,Income
36,Private,"195,516",HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
36,Private,"197,202",HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0.00,40,United-States,<=50K
36,Private,"198,237",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,"15,024",0.00,50,United-States,>50K
36,Private,"198,587",Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
36,Private,"198,841",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,40,United-States,>50K
36,Private,"199,346",Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0.00,50,United-States,>50K
36,Private,"199,439",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,45,United-States,>50K
36,Private,"199,501",Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0.00,38,United-States,<=50K
36,Private,"199,739",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,"7,298",0.00,60,United-States,>50K
36,Private,"199,947",Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female,0,0.00,30,United-States,<=50K
36,Private,"200,352",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.00,45,United-States,<=50K
36,Private,"200,360",Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
36,Private,"201,117",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,50,United-States,<=50K
36,Private,"201,519",Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0.00,40,United-States,>50K
36,Private,"201,769",11th,7,Never-married,Protective-serv,Not-in-family,Black,Male,"13,550",0.00,40,United-States,>50K
36,Private,"202,662",Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.00,40,United-States,>50K
36,Private,"203,482",Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.00,40,United-States,>50K
36,Private,"203,482",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.00,40,United-States,<=50K
36,Private,"203,717",HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0.00,40,United-States,<=50K
36,Private,"204,590",Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,213.00,40,United-States,<=50K
36,Private,"20,507",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,"7,688",0.00,50,United-States,>50K
36,Private,"205,359",HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0.00,25,United-States,<=50K
36,Private,"206,253",Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,"1,617.00",40,United-States,<=50K
36,Private,"206,521",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0.00,60,United-States,>50K
36,Private,"206,521",HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
36,Private,"206,951",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,"1,902.00",45,United-States,>50K
36,Private,"207,157",Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0.00,40,Mexico,<=50K
36,Private,"207,568",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,50,United-States,<=50K
36,Private,"207,789",HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0.00,52,United-States,<=50K
36,Private,"207,853",HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0.00,40,United-States,<=50K
36,Private,"208,068",Preschool,1,Divorced,Other-service,Not-in-family,Other,Male,0,0.00,72,Mexico,<=50K
36,Private,"208,358",9th,5,Divorced,Handlers-cleaners,Not-in-family,White,Male,"4,650",0.00,56,United-States,<=50K
36,Private,"208,358",Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,"99,999",0.00,45,United-States,>50K
36,Private,"209,609",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.00,38,United-States,<=50K
36,Private,"209,629",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.00,40,United-States,<=50K
36,Private,"209,993",1st-4th,2,Widowed,Other-service,Other-relative,White,Female,0,0.00,20,Mexico,<=50K
36,Private,"210,452",Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0.00,45,United-States,<=50K
36,Private,"210,945",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.00,40,United-States,>50K
36,Private,"211,022",Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Male,0,0.00,40,United-States,>50K
36,Private,"212,433",HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0.00,40,United-States,<=50K
36,Private,"213,008",HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
36,Private,"214,378",HS-grad,9,Divorced,Prof-specialty,Own-child,White,Female,0,0.00,40,United-States,>50K
36,Private,"214,604",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0.00,42,United-States,>50K
36,Private,"214,807",HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0.00,37,United-States,<=50K
36,Private,"214,816",HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
36,Private,"215,373",Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0.00,70,United-States,<=50K
36,Private,"215,392",Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0.00,40,United-States,>50K
36,Private,"215,392",Bachelors,13,Divorced,Tech-support,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
36,Private,"215,503",HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0.00,65,United-States,<=50K
36,Private,"217,077",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0.00,50,United-States,<=50K
36,Private,"217,926",Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0.00,50,United-States,<=50K
36,Private,"218,015",Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.00,48,United-States,<=50K
36,Private,"218,490",Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,35,United-States,<=50K
36,Private,"218,490",Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0.00,60,United-States,<=50K
36,Private,"218,490",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.00,45,Germany,>50K
36,Private,"218,542",HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0.00,40,United-States,<=50K
36,Private,"218,542",Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0.00,40,United-States,<=50K
36,Private,"218,689",Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,"1,977.00",50,United-States,>50K
36,Private,"218,948",9th,5,Separated,Other-service,Unmarried,Black,Female,0,0.00,40,N/A,<=50K
36,Private,"219,483",Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
36,Private,"219,814",9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,35,Guatemala,<=50K
36,Private,"220,511",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,40,United-States,<=50K
36,Private,"220,585",Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,50,United-States,>50K
36,Private,"220,696",HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
36,Private,"221,650",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,40,Japan,<=50K
36,Private,"222,294",Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0.00,40,United-States,<=50K
36,Private,"222,584",HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0.00,40,United-States,<=50K
36,Private,"223,433",Masters,14,Married-civ-spouse,Sales,Husband,White,Male,"7,688",0.00,50,United-States,>50K
36,Private,"224,531",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0.00,50,United-States,>50K
36,Private,"224,531",Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
36,Private,"224,566",Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,"1,669.00",45,United-States,<=50K
36,Private,"22,494",Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0.00,40,United-States,<=50K
36,Private,"225,399",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,"7,298",0.00,40,United-States,>50K
36,Private,"225,516",Assoc-acdm,12,Never-married,Sales,Not-in-family,Black,Male,"10,520",0.00,43,United-States,>50K
36,Private,"226,013",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,"5,178",0.00,40,United-States,>50K
36,Private,"226,918",Bachelors,13,Never-married,Sales,Not-in-family,Black,Male,0,0.00,48,United-States,<=50K
36,Private,"226,947",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.00,40,United-States,>50K
36,Private,"227,615",5th-6th,3,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0.00,32,Mexico,<=50K
36,Private,"228,157",Some-college,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0.00,40,Laos,<=50K
36,Private,"228,190",HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0.00,20,United-States,<=50K
36,Private,"229,180",Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0.00,40,Cuba,<=50K
36,Private,"230,329",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,50,United-States,>50K
36,Private,"231,037",7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.00,40,United-States,<=50K
36,Private,"231,052",HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0.00,35,United-States,<=50K
36,Private,"231,082",Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0.00,50,United-States,<=50K
36,Private,"231,948",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,64,United-States,>50K
36,Private,"232,874",Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0.00,40,United-States,<=50K
36,Private,"233,571",Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0.00,4,United-States,<=50K
36,Private,"234,271",Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
36,Private,"235,371",HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
36,Private,"237,943",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,"1,977.00",45,United-States,>50K
36,Private,"237,943",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,"15,024",0.00,50,United-States,>50K
36,Private,"238,415",Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0.00,50,United-States,>50K
36,Private,"238,415",HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0.00,40,United-States,<=50K
36,Private,"240,323",HS-grad,9,Separated,Sales,Unmarried,Black,Female,0,0.00,17,United-States,<=50K
36,Private,"240,323",Some-college,10,Widowed,Adm-clerical,Unmarried,Black,Female,0,0.00,40,United-States,<=50K
36,Private,"24,106",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,"3,103",0.00,40,United-States,>50K
36,Private,"241,998",Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,50,United-States,>50K
36,Private,"242,713",HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0.00,40,N/A,<=50K
36,Private,"245,090",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,"3,137",0.00,50,El-Salvador,<=50K
36,Private,"245,521",7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0.00,35,Mexico,<=50K
36,Private,"246,449",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,60,United-States,>50K
36,Private,"247,321",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,45,United-States,<=50K
36,Private,"247,558",Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,"5,178",0.00,60,N/A,>50K
36,Private,"247,600",Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0.00,40,Taiwan,<=50K
36,Private,"247,750",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0.00,45,United-States,<=50K
36,Private,"247,936",HS-grad,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0.00,2,Taiwan,<=50K
36,Private,"248,010",HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.00,45,United-States,<=50K
36,Private,"248,445",HS-grad,9,Separated,Transport-moving,Other-relative,White,Male,0,0.00,60,Mexico,<=50K
36,Private,"248,708",Assoc-acdm,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
36,Private,"250,238",1st-4th,2,Never-married,Other-service,Other-relative,Other,Female,0,0.00,40,El-Salvador,<=50K
36,Private,"250,791",HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0.00,48,United-States,<=50K
36,Private,"250,807",11th,7,Never-married,Craft-repair,Not-in-family,Black,Female,0,0.00,40,United-States,<=50K
36,Private,"252,231",Preschool,1,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0.00,40,Puerto-Rico,<=50K
36,Private,"252,327",5th-6th,3,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0.00,40,Mexico,<=50K
36,Private,"254,202",HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0.00,50,United-States,<=50K
36,Private,"254,493",Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0.00,44,United-States,<=50K
36,Private,"255,454",HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0.00,30,United-States,<=50K
36,Private,"256,636",HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
36,Private,"257,380",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0.00,35,United-States,<=50K
36,Private,"257,691",Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0.00,20,United-States,<=50K
36,Private,"257,942",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0.00,40,United-States,<=50K
36,Private,"258,102",HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
36,Private,"261,241",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.00,50,United-States,>50K
36,Private,"261,382",Masters,14,Married-civ-spouse,Sales,Husband,White,Male,"15,024",0.00,45,United-States,>50K
36,Private,"262,688",Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,"7,688",0.00,50,United-States,>50K
36,Private,"263,130",Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
36,Private,"265,881",HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0.00,40,United-States,<=50K
36,Private,"266,461",HS-grad,9,Never-married,Transport-moving,Own-child,Black,Male,0,0.00,48,United-States,<=50K
36,Private,"267,556",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,"4,064",0.00,40,United-States,<=50K
36,Private,"268,292",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,41,United-States,<=50K
36,Private,"268,620",Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0.00,33,United-States,<=50K
36,Private,"269,042",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0.00,40,Laos,<=50K
36,Private,"269,318",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,50,United-States,>50K
36,Private,"269,722",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,55,United-States,>50K
36,Private,"269,722",Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,0,0.00,40,United-States,<=50K
36,Private,"271,767",Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0.00,40,N/A,<=50K
36,Private,"272,090",Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0.00,45,El-Salvador,<=50K
36,Private,"272,944",Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,60,United-States,>50K
36,Private,"272,944",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,"1,887.00",40,United-States,>50K
36,Private,"272,944",HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0.00,45,United-States,<=50K
36,Private,"272,950",Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0.00,50,United-States,<=50K
36,Private,"273,604",Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
36,Private,"274,809",HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0.00,50,United-States,<=50K
36,Private,"275,653",7th-8th,4,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,"2,977",0.00,40,Puerto-Rico,<=50K
36,Private,"278,576",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.00,50,United-States,<=50K
36,Private,"279,485",HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0.00,38,United-States,<=50K
36,Private,"279,615",Bachelors,13,Divorced,Sales,Own-child,White,Female,0,0.00,40,United-States,<=50K
36,Private,"279,721",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.00,40,United-States,<=50K
36,Private,"280,169",Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,50,United-States,>50K
36,Private,"280,440",Assoc-acdm,12,Never-married,Tech-support,Unmarried,White,Female,0,0.00,45,United-States,<=50K
36,Private,"281,021",HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0.00,45,United-States,<=50K
36,Private,"282,092",Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
36,Private,"284,166",HS-grad,9,Never-married,Sales,Unmarried,White,Male,0,0.00,60,United-States,>50K
36,Private,"284,616",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,40,United-States,<=50K
36,Private,"28,572",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,50,United-States,<=50K
36,Private,"285,865",Assoc-acdm,12,Separated,Other-service,Unmarried,Black,Female,0,0.00,32,United-States,<=50K
36,Private,"286,115",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,40,United-States,>50K
36,Private,"287,658",HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0.00,40,United-States,<=50K
36,Private,"288,049",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,45,United-States,<=50K
36,Private,"288,103",11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0.00,40,United-States,<=50K
36,Private,"289,148",Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0.00,40,United-States,<=50K
36,Private,"289,190",HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0.00,40,United-States,<=50K
36,Private,"28,996",Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0.00,45,United-States,<=50K
36,Private,"290,409",Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.00,40,United-States,<=50K
36,Private,"290,560",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,45,United-States,<=50K
36,Private,"292,570",11th,7,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0.00,40,United-States,<=50K
36,Private,"293,528",Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,0,0.00,3,United-States,<=50K
36,Private,"296,999",Some-college,10,Divorced,Craft-repair,Not-in-family,White,Female,0,0.00,37,United-States,<=50K
36,Private,"29,702",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,"7,688",0.00,40,United-States,>50K
36,Private,"297,335",Bachelors,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0.00,50,China,<=50K
36,Private,"297,449",Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,"14,084",0.00,40,United-States,>50K
36,Private,"297,847",HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,"2,001.00",40,United-States,<=50K
36,Private,"29,814",11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,40,United-States,<=50K
36,Private,"29,814",HS-grad,9,Never-married,Transport-moving,Other-relative,White,Male,0,0.00,50,United-States,<=50K
36,Private,"29,984",12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.00,40,United-States,<=50K
36,Private,"300,829",Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0.00,42,United-States,<=50K
36,Private,"301,227",5th-6th,3,Separated,Priv-house-serv,Unmarried,Other,Female,0,0.00,35,Mexico,<=50K
36,Private,"301,614",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,40,United-States,<=50K
36,Private,"30,267",HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.00,50,United-States,<=50K
36,Private,"30,509",Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0.00,45,United-States,<=50K
36,Private,"305,352",10th,6,Divorced,Craft-repair,Other-relative,Black,Male,0,0.00,40,United-States,<=50K
36,Private,"306,567",HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0.00,40,United-States,>50K
36,Private,"306,646",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,55,United-States,>50K
36,Private,"308,945",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.00,40,United-States,<=50K
36,Private,"309,122",HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0.00,35,United-States,<=50K
36,Private,"311,255",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0.00,40,Haiti,<=50K
36,Private,"312,206",HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.00,40,United-States,<=50K
36,Private,"31,438",11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.00,43,United-States,<=50K
36,Private,"31,438",HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0.00,43,N/A,<=50K
36,Private,"316,298",Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0.00,40,United-States,<=50K
36,Private,"317,040",Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Black,Female,0,0.00,54,United-States,<=50K
36,Private,"320,811",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,40,United-States,>50K
36,Private,"321,733",Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,"1,741.00",40,United-States,<=50K
36,Private,"321,760",Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0.00,17,United-States,<=50K
36,Private,"32,334",Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0.00,50,United-States,>50K
36,Private,"325,374",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,40,United-States,<=50K
36,Private,"326,886",HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.00,40,United-States,>50K
36,Private,"32,709",Some-college,10,Divorced,Sales,Not-in-family,White,Female,"3,325",0.00,45,United-States,<=50K
36,Private,"32,776",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,"1,977.00",40,United-States,>50K
36,Private,"32,958",Some-college,10,Separated,Adm-clerical,Other-relative,White,Female,0,0.00,40,United-States,<=50K
36,Private,"329,980",Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,"27,828",0.00,40,United-States,>50K
36,Private,"33,001",HS-grad,9,Divorced,Farming-fishing,Unmarried,White,Male,0,0.00,50,United-States,<=50K
36,Private,"331,395",Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,40,United-States,<=50K
36,Private,"33,355",Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0.00,45,United-States,<=50K
36,Private,"33,394",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,"1,887.00",35,United-States,>50K
36,Private,"334,291",HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0.00,40,United-States,>50K
36,Private,"334,291",Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,"1,887.00",40,United-States,>50K
36,Private,"334,366",11th,7,Separated,Exec-managerial,Not-in-family,White,Female,0,0.00,32,United-States,<=50K
36,Private,"336,367",Assoc-acdm,12,Never-married,Exec-managerial,Unmarried,White,Male,0,0.00,50,United-States,<=50K
36,Private,"336,595",HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,50,United-States,>50K
36,Private,"337,039",Assoc-acdm,12,Never-married,Tech-support,Not-in-family,Black,Male,"14,344",0.00,40,England,>50K
36,Private,"33,887",Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0.00,40,United-States,<=50K
36,Private,"33,983",Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Male,0,0.00,42,United-States,>50K
36,Private,"342,642",Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0.00,15,United-States,<=50K
36,Private,"343,476",HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0.00,30,United-States,<=50K
36,Private,"346,478",Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,"2,415.00",45,United-States,>50K
36,Private,"34,744",Assoc-acdm,12,Divorced,Other-service,Unmarried,White,Female,0,0.00,37,United-States,<=50K
36,Private,"347,491",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,50,United-States,>50K
36,Private,"348,022",10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0.00,24,United-States,<=50K
36,Private,"348,960",HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0.00,50,United-States,<=50K
36,Private,"350,783",HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0.00,38,United-States,<=50K
36,Private,"35,309",Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,40,United-States,<=50K
36,Private,"353,263",Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0.00,45,United-States,>50K
36,Private,"353,524",HS-grad,9,Divorced,Exec-managerial,Own-child,White,Female,"1,831",0.00,40,United-States,<=50K
36,Private,"354,078",Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.00,60,United-States,>50K
36,Private,"35,429",Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.00,60,United-States,<=50K
36,Private,"355,053",HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0.00,28,United-States,<=50K
36,Private,"356,824",HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0.00,40,United-States,<=50K
36,Private,"356,838",Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.00,50,Canada,<=50K
